>sp|P60487|PLPP_MOUSE Pyridoxal phosphate phosphatase OS=Mus musculus GN=Pdxp PE=1 SV=1;13;-0.485094938;0.535677365;-1.378508582;-0.964881572;-1.360302685;-1.617430417;-1.265852613;-1.508050787
>sp|Q99LD4|CSN1_MOUSE COP9 signalosome complex subunit 1 OS=Mus musculus GN=Gps1 PE=1 SV=1;10;-0.471930224;0.50281803;-0.789154057;-0.656547;-0.50118593;-0.835281691;-1.103146268;-0.960457013
>sp|Q9WUL7|ARL3_MOUSE ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1;9;-0.875782252;0.627791059;-1.587560919;-0.596744098;-1.013958907;-1.195269553;-1.815694448;-1.378803314
>sp|P99028|QCR6_MOUSE Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus GN=Uqcrh PE=1 SV=2;5;1.306076007;-1.062329265;-1.217570656;-0.918897108;-1.643410631;-0.792215442;-1.833291736;-1.449147279
>sp|Q91VW3|SH3L3_MOUSE SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1;5;-0.246478293;0.336410241;-1.77585681;-0.6824822;-1.836128031;-0.583053612;-0.757543319;-2.309327398
>sp|Q91ZW3|SMCA5_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1;4;-0.779987174;0.832464282;-0.936641123;-1.01184307;-1.072334163;-1.952275413;-1.394865919;-1.051081427
>sp|Q9D5V5|CUL5_MOUSE Cullin-5 OS=Mus musculus GN=Cul5 PE=1 SV=3;18;0.405781955;-0.311658487;-0.730272513;-0.503227865;-0.653077209;-0.803697215;-0.909100681;-0.657713812
>sp|Q3UPH1|PRRC1_MOUSE Protein PRRC1 OS=Mus musculus GN=Prrc1 PE=1 SV=1;2;-0.90266177;0.906725871;-0.889247251;-1.219327848;-1.281645563;-1.712620877;-1.36601901;-1.865421601
>sp|Q3UHH2|S22AN_MOUSE Solute carrier family 22 member 23 OS=Mus musculus GN=Slc22a23 PE=2 SV=1;3;-0.774419152;0.770231086;-1.7954694;-1.128599373;-1.205074152;-1.708466848;-1.715911893;-1.266685159
>sp|Q3URY6|ARMC2_MOUSE Armadillo repeat-containing protein 2 OS=Mus musculus GN=Armc2 PE=2 SV=3;2;-1.335463237;1.272679669;-1.464607903;-2.201066972;-2.097321201;-1.94402379;-2.522278577;-1.635816937
>sp|Q61189|ICLN_MOUSE Methylosome subunit pICln OS=Mus musculus GN=Clns1a PE=1 SV=1;2;-0.729446218;0.747637754;-1.203980822;-0.798250416;-0.934638568;-1.916766855;-1.477670087;-1.289952249
>tr|A0A158SIT0|A0A158SIT0_MOUSE Spermidine/spermine N1-acetyl transferase 2 OS=Mus musculus GN=Sat2 PE=4 SV=1;2;-0.68911411;0.720193056;-1.451148825;-1.516799915;-0.89079;-3.2145182;-2.314425988;-2.010956449
>tr|Q3U422|Q3U422_MOUSE NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Mus musculus GN=Ndufv3 PE=1 SV=1;2;0.338637707;-0.259545883;-0.856537963;-0.537515968;-0.904643497;-1.245010921;-1.368286215;-0.946594095
>sp|Q9Z0G0|GIPC1_MOUSE PDZ domain-containing protein GIPC1 OS=Mus musculus GN=Gipc1 PE=1 SV=1;5;0.09901399;1.288159942;-1.463793099;-2.363079783;-2.506728215;-2.767660446;-1.118583426;-2.786277261
>sp|Q922J3|CLIP1_MOUSE CAP-Gly domain-containing linker protein 1 OS=Mus musculus GN=Clip1 PE=1 SV=1;15;0.637562752;-0.569969831;-2.304645987;-0.90679529;-0.8747697;-0.506406376;-2.030792076;-0.519615747
>sp|O08638|MYH11_MOUSE Myosin-11 OS=Mus musculus GN=Myh11 PE=1 SV=1;17;-0.629259096;0.588102226;-2.065000881;-2.494204954;-0.999096882;-2.07291447;-1.515770548;-2.086698865
>tr|B2RRE0|B2RRE0_MOUSE A kinase (PRKA) anchor protein (Gravin) 12 OS=Mus musculus GN=Akap12 PE=2 SV=1;20;0.041879471;0.023456078;-1.397676813;-0.831559668;0.095431644;-1.252746093;-0.868202308;-0.779537246
>sp|P61222|ABCE1_MOUSE ATP-binding cassette sub-family E member 1 OS=Mus musculus GN=Abce1 PE=1 SV=1;16;-0.393615859;0.053962579;-1.840747284;-1.376668076;-1.216800229;-1.946267271;-1.84316923;-1.314007759
>sp|O35551|RABE1_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus GN=Rabep1 PE=1 SV=2;12;-0.11695563;0.20574892;-1.450781617;-1.172446527;-0.92295412;-0.959422335;-1.934622375;-0.390226533
>sp|Q80Z38|SHAN2_MOUSE SH3 and multiple ankyrin repeat domains protein 2 OS=Mus musculus GN=Shank2 PE=1 SV=2;22;0.511274891;-0.548968212;-1.055875784;-1.240632387;-1.344326818;-0.973527698;-1.33967567;-1.266672749
>tr|Q3UHC4|Q3UHC4_MOUSE Kinesin-like protein OS=Mus musculus GN=Kif3b PE=1 SV=1;4;0.025584727;0.056681118;-1.495671955;-1.050268363;-1.432015502;-0.645276806;-1.313946796;-0.845743462
>sp|Q8BHB9|CLIC6_MOUSE Chloride intracellular channel protein 6 OS=Mus musculus GN=Clic6 PE=1 SV=1;4;0.171152276;0.772681602;-1.188745715;-1.517073219;-1.26686368;-0.832730787;-0.667569406;-2.392020384
>sp|Q91YE6|IPO9_MOUSE Importin-9 OS=Mus musculus GN=Ipo9 PE=1 SV=3;11.5;-0.219867173;0.183737037;-1.759047294;-2.24907253;-1.379635254;-2.158609119;-2.252976582;-1.707792199
>sp|P24270|CATA_MOUSE Catalase OS=Mus musculus GN=Cat PE=1 SV=4;13;0.306722478;-0.329877349;-1.472909903;-1.501281994;-0.680172795;-2.044271104;-1.471966008;-2.042679495
>tr|A6H6S8|A6H6S8_MOUSE BAG family molecular chaperone regulator 4 OS=Mus musculus GN=Bag4 PE=1 SV=1;2;-0.107557029;0.167911906;-0.677412214;-0.643483576;-0.745307199;-1.182274612;-1.611249421;-0.69254694
>sp|A2AWA9|RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus GN=Rabgap1 PE=1 SV=1;13;0.136730969;-0.108606359;-0.684614492;-1.200666395;-1.510675394;-1.034257041;-2.215043861;-1.303985056
>sp|Q6NZL0|SOGA3_MOUSE Protein SOGA3 OS=Mus musculus GN=Soga3 PE=1 SV=2;22;0.517919794;-0.199385386;-1.329338479;-0.322889408;-0.930819601;-0.222010524;-1.653172675;-0.901579059
>sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus GN=Eea1 PE=1 SV=2;32;-0.102290927;0.143757808;-1.528997395;-0.474677245;-0.895336088;-0.733280079;-1.164268567;-1.206146349
>sp|Q9CQ86|MIEN1_MOUSE Migration and invasion enhancer 1 OS=Mus musculus GN=Mien1 PE=1 SV=1;3;-0.596779043;0.659434534;-2.169218669;-1.740670427;-1.463746005;-1.753037392;-1.955116505;-0.482651849
>sp|Q9JKX6|NUDT5_MOUSE ADP-sugar pyrophosphatase OS=Mus musculus GN=Nudt5 PE=1 SV=1;3;-0.149664312;0.214031662;-2.249491708;-1.936578657;-1.571938617;-1.480162932;-1.853278675;-0.255195409
>sp|Q9DAK9|PHP14_MOUSE 14 kDa phosphohistidine phosphatase OS=Mus musculus GN=Phpt1 PE=1 SV=1;4;-0.346803541;0.396633139;-1.659011229;-0.676852748;-1.060651998;-0.798670913;-0.739767647;-0.597510391
>sp|Q8C1M2|ZN428_MOUSE Zinc finger protein 428 OS=Mus musculus GN=Znf428 PE=1 SV=1;3;-0.66627535;0.615257518;-1.527356602;-2.283563889;-1.805607966;-1.224023228;-1.413407255;-1.199425233
>tr|Q6F4J1|Q6F4J1_MOUSE Tubulin gamma chain OS=Mus musculus GN=Tubg1 PE=1 SV=1;3;-0.266795424;2.031855217;-1.502828315;-2.657984124;-1.931999422;-2.03306549;-1.355777253;-0.816615599
>sp|Q9JMH9|MY18A_MOUSE Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a PE=1 SV=2;43;-0.13287414;0.195123717;-1.243864497;-0.772584388;-0.980463451;-0.676074778;-0.975549384;-0.261070059
>sp|E9Q4P1|WDFY1_MOUSE WD repeat and FYVE domain-containing protein 1 OS=Mus musculus GN=Wdfy1 PE=1 SV=1;3;0.4852745;-0.420537125;-5.428471451;-8.375064841;-5.317912443;-13.23341323;-5.548178311;-4.074315573
>sp|Q6P9R2|OXSR1_MOUSE Serine/threonine-protein kinase OSR1 OS=Mus musculus GN=Oxsr1 PE=1 SV=1;7;-0.571413778;0.605245995;-1.923495566;-2.264001217;-1.589717557;-1.923212461;-1.059292492;-1.234701514
>sp|Q9QYB5|ADDG_MOUSE Gamma-adducin OS=Mus musculus GN=Add3 PE=1 SV=2;15;-0.210058741;0.28614235;-1.603457739;-1.161427089;-0.948576168;-1.50810602;-0.994376612;-0.772700559
>sp|Q60738|ZNT1_MOUSE Zinc transporter 1 OS=Mus musculus GN=Slc30a1 PE=1 SV=1;7;-0.359841314;0.277249037;-2.75961582;-2.641538572;-2.750526043;-2.724614508;-2.006349512;-2.728814237
>sp|Q8BSS9|LIPA2_MOUSE Liprin-alpha-2 OS=Mus musculus GN=Ppfia2 PE=1 SV=2;14;-0.613122479;0.598844471;-1.715554291;-1.352073832;-1.584337836;-2.570106236;-1.3891169;-1.177021636
>sp|Q8R3Z5|CACB1_MOUSE Voltage-dependent L-type calcium channel subunit beta-1 OS=Mus musculus GN=Cacnb1 PE=1 SV=1;6;-0.209276516;0.317768346;-1.265973086;-0.936757962;-1.944449381;-0.900716312;-0.596686368;-0.618355811
>sp|Q61655|DD19A_MOUSE ATP-dependent RNA helicase DDX19A OS=Mus musculus GN=Ddx19a PE=1 SV=2;9;-0.51424779;0.531236163;-1.073982538;-1.013132593;-1.952114128;-1.896082293;-1.096733986;-1.000309404
>tr|Q3UU23|Q3UU23_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Srp72 PE=2 SV=1;5;-0.235553961;0.32129775;-1.247403728;-1.035076873;-1.552968548;-2.239840078;-1.644884428;-1.493524532
>sp|Q3U308|CTU2_MOUSE Cytoplasmic tRNA 2-thiolation protein 2 OS=Mus musculus GN=Ctu2 PE=1 SV=1;2;-0.632120927;2.300740272;-0.900094912;-2.472173719;-3.332179004;-2.447237297;-2.271959956;-2.387543833
>tr|Q7TST1|Q7TST1_MOUSE Ankrd34a protein OS=Mus musculus GN=Ankrd34a PE=2 SV=1;2;-0.59431359;0.646616822;-0.538459395;-1.095721825;-1.613522662;-1.155297124;-0.97302811;-1.214757969
>sp|Q91ZU6|DYST_MOUSE Dystonin OS=Mus musculus GN=Dst PE=1 SV=2;33;-0.545628292;1.163347101;-1.394781422;-1.729777991;-2.107104488;-2.286565899;-1.249923787;-2.121500128
>sp|Q8C008|DZAN1_MOUSE Double zinc ribbon and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Dzank1 PE=1 SV=2;2;-0.687497009;0.73250336;-0.749472488;-0.83618312;-1.128657947;-1.592339987;-0.931533226;-0.677393935
>sp|Q80U49|C170B_MOUSE Centrosomal protein of 170 kDa protein B OS=Mus musculus GN=Cep170b PE=1 SV=2;16;-0.69734209;0.703535469;-1.739320223;-0.705841728;-1.877150332;-1.067991065;-1.48721237;-0.92407294
>sp|Q9D2N4|DTNA_MOUSE Dystrobrevin alpha OS=Mus musculus GN=Dtna PE=1 SV=2;11;-0.637730413;0.659482511;-0.791569384;-1.16082225;-1.133478427;-1.534017644;-1.309555362;-0.576067467
>sp|Q8BK08|TMM11_MOUSE Transmembrane protein 11, mitochondrial OS=Mus musculus GN=Tmem11 PE=1 SV=1;3;0.206729205;0.167643608;-0.95428322;-0.617213402;-1.19720657;-0.610900759;-0.702300073;-0.544561966
>tr|Q3ZAQ4|Q3ZAQ4_MOUSE Autophagy 9-like 1 protein OS=Mus musculus GN=Atg9a PE=1 SV=1;3;-0.044811259;0.140271627;-0.568714176;-0.364800243;-0.897827008;-0.593504693;-0.847331366;-0.318715832
>sp|Q9Z1N9|UN13B_MOUSE Protein unc-13 homolog B OS=Mus musculus GN=Unc13b PE=1 SV=2;4;0.29454385;-0.187501886;-0.744113351;-0.379273231;-1.01766331;-0.396736417;-1.152428605;-0.039652963
>sp|O35710|NOCT_MOUSE Nocturnin OS=Mus musculus GN=Noct PE=1 SV=3;4;-0.875219732;0.916988716;-0.981681911;-1.433295333;-2.028234231;-1.770478163;-1.240601044;-0.992543995
>tr|Q542C3|Q542C3_MOUSE Phosphorylated CTD-interacting factor 1 OS=Mus musculus GN=Pcif1 PE=1 SV=1;2;0.257673214;-0.190174572;-0.672632771;-1.487125158;-1.510719327;-1.686763973;-1.261834999;-1.405680495
>sp|Q9DBC3|CMTR1_MOUSE Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Mus musculus GN=Cmtr1 PE=1 SV=1;2.5;-1.630125227;3.68168274;-1.143705728;-2.614741591;-3.753235961;-0.974172811;-3.66386222;-0.867407407
>tr|A2AQL0|A2AQL0_MOUSE STE20/SPS1-related proline-alanine-rich protein kinase OS=Mus musculus GN=Stk39 PE=1 SV=1;9;-0.056434495;0.084703877;-0.017521531;-1.755241958;-0.447484719;-1.218774056;-0.705624519;-1.384726018
>sp|Q61285|ABCD2_MOUSE ATP-binding cassette sub-family D member 2 OS=Mus musculus GN=Abcd2 PE=1 SV=1;5;-0.863596186;0.90635576;-2.211047779;-2.294084323;-1.596692698;-1.798970411;-1.278978782;-1.840556277
>sp|Q922S4|PDE2A_MOUSE cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Mus musculus GN=Pde2a PE=1 SV=3;28;0.942566943;-0.644269021;-3.071865914;-1.472372147;-1.436679797;-0.880878474;-1.640780608;-0.682749307
>sp|P00397|COX1_MOUSE Cytochrome c oxidase subunit 1 OS=Mus musculus GN=Mtco1 PE=1 SV=2;2;-0.792311759;0.814052283;-2.520482722;-2.813378808;-1.546843308;-2.312359524;-0.483132224;-3.014123622
>sp|P62077|TIM8B_MOUSE Mitochondrial import inner membrane translocase subunit Tim8 B OS=Mus musculus GN=Timm8b PE=1 SV=1;2;0.277642594;-0.210153694;-1.391794808;-0.990135325;-1.117832229;-1.938597901;-0.700494618;-0.545950708
>sp|Q9D6G9|CKLF5_MOUSE CKLF-like MARVEL transmembrane domain-containing protein 5 OS=Mus musculus GN=Cmtm5 PE=1 SV=1;2;0.723958405;-0.653610771;-6.497844218;-5.959444534;-1.072467483;-3.377964213;-4.792702709;-3.868195914
>sp|O54946|DNJB6_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus GN=Dnajb6 PE=1 SV=4;2;0.475734065;-0.39140451;-2.058796592;-2.122049181;-0.892496306;-0.923216041;-1.957796355;-0.85010621
>sp|Q8R1B5|CPLX3_MOUSE Complexin-3 OS=Mus musculus GN=Cplx3 PE=1 SV=1;2;0.267678075;-0.183920307;-2.793049755;-2.166799335;-2.116785564;-1.305056419;-1.440151583;-1.923148272
>sp|Q9R257|HEBP1_MOUSE Heme-binding protein 1 OS=Mus musculus GN=Hebp1 PE=1 SV=2;7;1.724549468;-1.820411785;-7.723009711;-5.923374162;-2.782274331;-2.596508212;-2.471574489;-2.632400006
>sp|Q922D4|PP6R3_MOUSE Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus GN=Ppp6r3 PE=1 SV=1;5;-0.197751707;0.282455903;-1.89047382;-1.308366189;-1.774546176;-0.805604214;-0.046122633;-1.269502358
>sp|Q7TME0|PLPR4_MOUSE Phospholipid phosphatase-related protein type 4 OS=Mus musculus GN=Plppr4 PE=1 SV=2;10;-0.128991448;0.146072417;-2.878302535;-1.547573728;-2.179154579;-0.955146278;-1.80518666;-0.060082128
>sp|Q80UM7|MOGS_MOUSE Mannosyl-oligosaccharide glucosidase OS=Mus musculus GN=Mogs PE=1 SV=1;4;-0.249602999;0.325665424;-0.829980223;-1.654398823;-0.988183571;-1.197792298;-0.568175099;-0.440621875
>sp|Q8BYR5|CAPS2_MOUSE Calcium-dependent secretion activator 2 OS=Mus musculus GN=Cadps2 PE=1 SV=2;19;-0.288169604;0.329927884;-1.576217922;-1.427251224;-0.908476926;-1.125503388;-0.261530782;-0.638648883
>sp|Q6A0A9|F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus GN=FAM120A PE=1 SV=2;9.5;-0.247777485;1.077191235;-2.098409058;-2.677092619;-2.823228849;-1.387833674;-0.268622065;-0.720605278
>tr|B2RX66|B2RX66_MOUSE MCG124812 OS=Mus musculus GN=Taok1 PE=1 SV=1;5;-0.298345694;0.405635721;-1.031806712;-0.654126283;-0.994246413;-0.746022588;-0.243448773;-0.080259437
>sp|Q8BYI8|F234B_MOUSE Protein FAM234B OS=Mus musculus GN=Fam234b PE=1 SV=1;3;-0.126920288;2.314534635;-2.526117331;-3.273135414;-2.773317741;-2.775022391;-2.038231668;0.639546365
>sp|Q9D4C9|CLVS1_MOUSE Clavesin-1 OS=Mus musculus GN=Clvs1 PE=1 SV=1;7;-0.047918506;0.083298568;-1.233300996;-1.351465572;-1.621523714;-1.341903804;-1.014263164;-0.393828152
>tr|G3X972|G3X972_MOUSE Protein Sec24c OS=Mus musculus GN=Sec24c PE=1 SV=1;12;-0.566505906;0.636345797;-1.183940819;-1.651226446;-1.603577951;-1.41994516;-0.447205117;-0.48873703
>sp|Q6DFV3|RHG21_MOUSE Rho GTPase-activating protein 21 OS=Mus musculus GN=Arhgap21 PE=1 SV=1;6;-0.137175912;0.194976492;-0.581260238;-1.43155104;-1.169019392;-1.898695316;-0.563049462;-0.576203464
>sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus GN=Slk PE=1 SV=2;17;-0.502029772;0.854958747;-1.612730456;-0.41771851;-1.409912331;-1.723613584;-0.743105652;-0.191703968
>sp|Q71LX4|TLN2_MOUSE Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=3;48;-0.004384187;-0.084139476;-0.957511164;-0.72655108;-0.792950928;-0.691152465;-0.503746996;-0.142275036
>sp|P26231|CTNA1_MOUSE Catenin alpha-1 OS=Mus musculus GN=Ctnna1 PE=1 SV=1;16;-0.434689648;0.451513831;-0.979973266;-0.793968604;-0.92941465;-1.054298297;-0.550445261;-0.278995074
>sp|A2AHC3|CAMP1_MOUSE Calmodulin-regulated spectrin-associated protein 1 OS=Mus musculus GN=Camsap1 PE=1 SV=1;4;-0.604261414;0.576056854;-0.408400751;-1.889132454;-2.325987174;-1.464319446;-0.953509756;-0.974241733
>sp|Q811P8|RHG32_MOUSE Rho GTPase-activating protein 32 OS=Mus musculus GN=Arhgap32 PE=1 SV=2;9;-1.063092281;1.012496857;-1.248310293;-1.527545735;-1.652935996;-1.571475809;-0.693316793;-1.102063664
>sp|Q91W43|GCSP_MOUSE Glycine dehydrogenase (decarboxylating), mitochondrial OS=Mus musculus GN=Gldc PE=1 SV=1;5;-0.543584927;0.549294124;-2.254882496;-1.342052891;-2.127137066;-2.290320062;-2.726755267;0.617443779
>sp|E9Q3L2|PI4KA_MOUSE Phosphatidylinositol 4-kinase alpha OS=Mus musculus GN=Pi4ka PE=1 SV=2;40;-0.154292796;0.219465597;-0.242857691;-1.010879744;-0.602299554;-0.40492165;-0.4187894;-0.001579024
>tr|Q3TPL4|Q3TPL4_MOUSE Calpain-5 OS=Mus musculus GN=Capn5 PE=1 SV=1;6;-0.616500198;0.619388845;-1.293427439;-1.361252871;-1.528040772;-0.534709674;0.398538701;-0.363608306
>sp|Q61137|ASTN1_MOUSE Astrotactin-1 OS=Mus musculus GN=Astn1 PE=1 SV=4;13;-0.148528484;0.224418206;-0.647024906;-0.871647815;-1.172153198;-0.483558441;-0.011409952;0.083605008
>sp|Q3TLH4|PRC2C_MOUSE Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=3;6;0.553165722;-0.466924453;-2.133375405;-0.554007934;-1.703359664;-1.440328623;-2.287808409;0.404681265
>sp|Q99K28|ARFG2_MOUSE ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus GN=Arfgap2 PE=1 SV=1;4;-0.805132405;0.69094137;-2.103073982;-2.722849106;-2.104243395;-1.602959102;-2.413656578;-1.138926722
>sp|P70232|NCHL1_MOUSE Neural cell adhesion molecule L1-like protein OS=Mus musculus GN=Chl1 PE=1 SV=2;8;-0.106929734;0.170225656;-0.894552783;-1.098633404;-0.577795898;-1.220511963;-0.2516003;-1.021629389
>sp|P51830|ADCY9_MOUSE Adenylate cyclase type 9 OS=Mus musculus GN=Adcy9 PE=1 SV=1;16;-0.034269357;0.064168026;-0.927137222;-0.45150525;-1.052279187;-0.2989185;-0.230065947;0.271799699
>sp|Q8CAK3|RYDEN_MOUSE Repressor of yield of DENV protein homolog OS=Mus musculus GN=Ryden PE=2 SV=1;2;-0.742177692;0.776290676;-1.387924442;-0.73008501;-0.965598692;-0.80420652;-1.16045648;-0.23257602
>sp|Q5U3K5|RABL6_MOUSE Rab-like protein 6 OS=Mus musculus GN=Rabl6 PE=1 SV=2;11;-0.426237118;0.461826511;-1.360127491;-1.333204647;-1.094841714;-0.557574938;-0.342655643;-0.306816504
>sp|Q3UN16|GP162_MOUSE Probable G-protein coupled receptor 162 OS=Mus musculus GN=Gpr162 PE=1 SV=2;4;-1.31426234;1.135855808;-1.425771872;-1.910160053;-2.195598772;-1.831272269;-1.124996439;-1.231622911
>sp|Q99LB6|MAT2B_MOUSE Methionine adenosyltransferase 2 subunit beta OS=Mus musculus GN=Mat2b PE=1 SV=1;6;0.150181927;-0.105517717;-0.701759237;-1.160959242;-1.088990212;-1.411569962;-1.556503392;0.083240203
>sp|Q5NCE8|MRS2_MOUSE Magnesium transporter MRS2 homolog, mitochondrial OS=Mus musculus GN=Mrs2 PE=2 SV=2;4;-1.263625084;1.224552708;-1.405682971;-2.228138735;-1.95990233;-2.089223019;-0.715167571;-2.316224983
>sp|Q9CQJ6|DENR_MOUSE Density-regulated protein OS=Mus musculus GN=Denr PE=1 SV=1;5;0.141438518;-0.048392562;-2.019193881;-0.516575612;-0.885783597;-1.521693276;-1.302300579;-0.17804576
>sp|P62069|UBP46_MOUSE Ubiquitin carboxyl-terminal hydrolase 46 OS=Mus musculus GN=Usp46 PE=1 SV=1;3;-0.482608856;0.540682928;-0.781844909;-0.539374248;-1.165669365;-0.281811798;-0.230860349;-0.122251091
>sp|O89051|ITM2B_MOUSE Integral membrane protein 2B OS=Mus musculus GN=Itm2b PE=1 SV=1;3;-0.290867965;0.351276511;-1.619286494;-1.311988312;-0.870863595;-1.582641925;-0.631697034;-0.709412027
>sp|Q9EQI8|RM46_MOUSE 39S ribosomal protein L46, mitochondrial OS=Mus musculus GN=Mrpl46 PE=1 SV=1;4;-0.628145437;1.569757757;-0.433835752;-1.176349372;-0.701591824;-0.803532364;-0.435332377;0.730915858
>tr|A0A087WPM2|A0A087WPM2_MOUSE MCG5343 OS=Mus musculus GN=Ppfia4 PE=1 SV=1;2;-0.952999416;0.953608519;-1.195964392;-1.788966369;-1.510996372;-1.292470283;-0.688482456;-1.515885334
>tr|Q3U5S6|Q3U5S6_MOUSE Syndecan OS=Mus musculus GN=Sdc4 PE=1 SV=1;2;-1.633347448;1.520830493;-1.377198978;-2.554763283;-2.080761677;-2.066095722;-0.366342677;-1.227339143
>sp|Q8K0V4|CNOT3_MOUSE CCR4-NOT transcription complex subunit 3 OS=Mus musculus GN=Cnot3 PE=1 SV=1;2;-0.876937395;0.885492545;-1.298480035;-1.114447436;-0.926745007;-1.88168303;-0.391179435;-0.712841712
>sp|Q9ERK4|XPO2_MOUSE Exportin-2 OS=Mus musculus GN=Cse1l PE=1 SV=1;25;0.346912116;-0.333942899;-2.235753809;-1.286623223;-0.697528065;-0.64024014;-1.224309543;0.041715391
>sp|P26339|CMGA_MOUSE Chromogranin-A OS=Mus musculus GN=Chga PE=1 SV=1;5;-0.307061721;0.345332715;-1.879605283;-0.647128228;-0.968374181;-1.091064298;-1.113713138;-0.572578884
>sp|Q9Z0R4|ITSN1_MOUSE Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2;33;0.241902622;-0.207107719;-1.740919993;-0.501139743;-0.373825293;-0.57872905;-0.498007678;-0.106069608
