IPA_Diseases or Functions Annotation_quantity of leptin in blood;23;110;-0.877328645;0.569690504;-3.542316575;-2.670932069;-0.888321481;-1.713813768;-1.541940716;-0.697867048
IPA_Ingenuity Canonical Pathways_Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency;32;108;-0.338233827;0.093421121;-1.152354771;-1.708829648;-0.614854278;-0.258740844;-0.645750625;0.104804845
IPA_Diseases or Functions Annotation_quantity of steroid;111.5;406;0.239233365;-0.210955818;-0.910487002;-1.240123337;0.2003508;0.0602381;-0.415622421;0.298815526
IPA_Diseases or Functions Annotation_synthesis of DNA;42.5;179;-0.707738822;1.067703507;0.134685566;-1.564911404;-0.747942721;-1.212669237;-0.542996474;-2.039511505
IPA_Ingenuity Canonical Pathways_eNOS Signaling;53.5;119;0.907252227;-0.967737851;-0.384127403;-1.130619698;-0.090020363;-0.526696211;-2.140490136;-1.13022679
IPA_Diseases or Functions Annotation_cell death of B-lymphocyte derived cell lines;22;49;-1.541176897;1.352507979;-1.212107399;-2.070170343;-0.31677294;-0.630156146;-0.17474388;-1.841066973
IPA_Diseases or Functions Annotation_morphology of forebrain;88;245;0.622842674;-0.810486386;-2.454909653;-0.972549861;-0.545888732;-0.572764291;-0.785641342;0.936973177
IPA_Diseases or Functions Annotation_abnormal morphology of forebrain;88;243;0.622842674;-0.810486386;-2.454909653;-0.972549861;-0.545888732;-0.572764291;-0.785641342;0.936973177
GOTERM_CC_DIRECT_GO:0005742~mitochondrial outer membrane translocase complex;7;23;0.010180581;-0.369737651;-2.085400079;-1.289847397;-0.158783677;-1.208254114;-0.360294795;-0.565175181
GOTERM_CC_DIRECT_GO:0008290~F-actin capping protein complex;14;44;1.402819712;-1.406154549;-2.392867299;-1.132205295;-0.350652669;0.3468392;-1.16131071;1.396320284
IPA_Ingenuity Canonical Pathways_Cellular Effects of Sildenafil (Viagra);61;122;1.2919774;-0.720443396;-2.274392212;-0.872154954;-1.707855281;-1.085620972;-1.614287765;-0.093697052
IPA_Ingenuity Toxicity Lists_Pro-Apoptosis;9;38;-1.157055723;1.911719936;-2.603456245;-0.856891847;-0.820789815;-1.625938598;-0.798488928;-0.735848895
IPA_Tox Diseases or Functions Annotation_hypoplasia of heart ventricle;6;21;0.955286823;-1.296463997;-2.856308618;-1.809252534;-1.638418144;-0.941542327;-1.975444213;0.722016082
IPA_Diseases or Functions Annotation_abnormal morphology of trabeculae carne;11;16;0.035946196;0.311425017;-2.122304749;-1.779054537;-0.947356436;-0.633804499;-0.814070148;-0.75475285
GOTERM_MF_DIRECT_GO:0044183~protein binding involved in protein folding;11;49;0.289012484;-0.2400355;-0.636685401;-0.374649566;-0.081106074;-0.650937063;-1.161657007;-0.90571765
GOTERM_CC_DIRECT_GO:0000813~ESCRT I complex;6;22;-0.878013423;0.963101467;-1.580596088;-1.113050063;-1.04689464;0.443817243;0.097531702;-0.018316351
"INTERPRO_IPR000804:Clathrin adaptor complex; small chain";6;27;0.178139505;-0.198115796;-1.96576961;-1.916578003;-0.964640265;-0.268504497;-0.873620451;-0.211820371
GOTERM_BP_DIRECT_GO:0071321~cellular response to cGMP;6;24;-0.372349874;0.796910133;-1.758842049;-1.186418521;-1.405230731;-0.757787808;-0.986653213;-1.707499531
GOTERM_BP_DIRECT_GO:0006610~ribosomal protein import into nucleus;8;36;-0.430498822;0.703288319;-1.135763642;-1.514842776;-0.983902851;-0.988628601;0.504651702;-0.779687916
GOTERM_BP_DIRECT_GO:1901019~regulation of calcium ion transmembrane transporter activity;6;18;0.514377976;-0.581712297;-1.77165035;-0.62310002;-0.196499101;0.258286053;-0.867462174;-0.714990997
GOTERM_BP_DIRECT_GO:0048680~positive regulation of axon regeneration;6;25;-2.423405227;2.17028729;-2.510966611;-2.42232604;-2.12620886;-1.264638437;-0.341859691;-1.146045008
GOTERM_CC_DIRECT_GO:0030660~Golgi-associated vesicle membrane;8;38;-0.583990353;0.567515945;-0.97594519;-1.508327163;-1.453430213;-0.708978705;-0.817570756;-0.27284342
IPA_Ingenuity Canonical Pathways_tRNA Splicing;11;32;-2.00561378;1.971419035;-3.845011869;-2.393848376;-1.860699355;-1.868856793;-0.626785377;-0.062685326
IPA_Diseases or Functions Annotation_memory;70;181;1.631933311;-1.097148085;-2.324081205;-0.657580094;-1.334300432;1.866492713;0.371214437;2.824139713
IPA_Ingenuity Canonical Pathways_CD40 Signaling;19;59;0.022193571;0.444190435;-0.52550606;-1.188674228;0.121831562;0.553973872;0.329384733;1.591955023
IPA_Diseases or Functions Annotation_development of forebrain;71;227;-0.599006282;0.971770321;-1.591954746;-0.962905177;0.091356057;1.133095133;1.154028711;1.51296361
IPA_Diseases or Functions Annotation_hyperactive behavior;68;134;0.325161163;-0.09964416;-1.966666893;-1.31743054;-1.126425748;0.458411673;0.954988938;1.225949959
GOTERM_BP_DIRECT_GO:0030449~regulation of complement activation;5;20;-0.720963564;0.290963954;-4.26581449;-2.853732658;-2.023857642;-0.315137671;2.012090516;-0.537320744
IPA_Diseases or Functions Annotation_glucose tolerance;70;247;-1.820933761;1.706381901;-3.330691112;-3.587906974;-2.00569681;-1.038750232;-0.295277696;-0.748081606
IPA_Ingenuity Canonical Pathways_Glioma Invasiveness Signaling;25;54;-0.901066437;0.818782605;-1.48174427;-2.65881857;-1.470870839;-1.628668626;-0.758481059;-0.671980853
IPA_Ingenuity Canonical Pathways_Docosahexaenoic Acid (DHA) Signaling;16;38;-1.207831552;1.109962074;-1.377943792;-2.737576986;-1.455554008;-0.724540649;0.254855703;-0.267133256
IPA_Ingenuity Canonical Pathways_Leptin Signaling in Obesity;42;74;0.425505357;-0.29060038;-1.853050141;-1.005815705;-0.617669558;0.29956254;0.232357722;2.107370369
IPA_Ingenuity Canonical Pathways_Hereditary Breast Cancer Signaling;39.5;104;-0.318425821;0.07515942;-1.43341002;-2.977131206;-0.693311806;-0.995081871;-1.101445125;0.216134109
IPA_Ingenuity Canonical Pathways_Superpathway of Inositol Phosphate Compounds;90;181;-0.719298758;0.673433144;-0.721516263;-1.997207472;-2.096333094;-1.012384479;0.493972682;-0.68036693
IPA_Ingenuity Canonical Pathways_Endometrial Cancer Signaling;32;51;0.589862944;-0.86767522;-1.716010591;-1.641033881;-0.185172473;-0.040549053;-0.681386734;0.499990269
IPA_Diseases or Functions Annotation_size of skeletal muscle cells;8;19;-2.161249775;2.051630215;-0.731883317;-2.257886003;-1.553274549;-1.029220658;-0.114287659;-0.826490491
IPA_Ingenuity Canonical Pathways_Melanoma Signaling;23;41;-0.718666516;0.404569656;-1.031133575;-1.94802194;-0.93655335;-0.52736959;-0.471583072;-0.033865855
GOTERM_BP_DIRECT_GO:0045047~protein targeting to ER;6;25;0.119720453;0.824402501;-1.613536719;-2.05971261;-1.476691227;-0.718000172;0.426079298;1.402512579
IPA_Diseases or Functions Annotation_degeneration of neurons;53;130;-0.568771915;1.083059053;-1.574999024;-2.057057626;-0.879801218;0.046532516;0.166180232;1.648652449
"INTERPRO_IPR018297:Adenylyl cyclase class-3/4/guanylyl cyclase; conserved site";14;64;-0.478718332;0.391985512;-2.061114542;-1.576322858;-1.323900695;-0.507860402;1.610136813;0.656567615
SMART_SM00044:CYCc;14;69;-0.478718332;0.391985512;-2.061114542;-1.576322858;-1.323900695;-0.507860402;1.610136813;0.656567615
INTERPRO_IPR001054:Adenylyl cyclase class-3/4/guanylyl cyclase;14;69;-0.478718332;0.391985512;-2.061114542;-1.576322858;-1.323900695;-0.507860402;1.610136813;0.656567615
GOTERM_BP_DIRECT_GO:0006171~cAMP biosynthetic process;9;45;-0.229486488;0.152186863;-2.792009681;-1.743784287;-1.662807435;-1.24968456;0.218666044;1.110450827
IPA_Ingenuity Canonical Pathways_Relaxin Signaling;65;125;-0.189487601;0.070430153;-2.292773491;-0.747623477;-0.700756618;0.292686099;1.531216395;1.978874307
GOTERM_MF_DIRECT_GO:0008294~calcium- and calmodulin-responsive adenylate cyclase activity;5;14;-1.192258277;1.16230756;-2.306103422;-1.655516055;-1.304718739;-1.192049006;1.165861586;0.668131286
GOTERM_MF_DIRECT_GO:0004016~adenylate cyclase activity;11;37;-0.346540187;0.261402687;-2.380972245;-1.728556947;-1.668026373;-0.597437955;1.435463798;1.135895117
IPA_Upstream Regulator_POU4F1 transcription regulator;24;95;-1.297897044;1.600420744;-0.874721769;-2.337953923;-1.778011641;-1.174068158;1.24414672;0.367078832
IPA_Upstream Regulator_CNR1 G-protein coupled receptor;34;115;0.813313023;-0.785450656;-1.578973613;-0.426662495;1.783187616;0.945416265;-1.468650287;-2.40862453
GOTERM_BP_DIRECT_GO:0086066~atrial cardiac muscle cell to AV node cell communication;5;17;-0.062122768;0.015614969;-2.071184299;-1.139680274;-0.756330012;0.059601649;-0.98045279;-0.861836972
GOTERM_BP_DIRECT_GO:0036309~protein localization to M-band;5;17;-0.062122768;0.015614969;-2.071184299;-1.139680274;-0.756330012;0.059601649;-0.98045279;-0.861836972
GOTERM_BP_DIRECT_GO:1901021~positive regulation of calcium ion transmembrane transporter activity;5;17;-0.062122768;0.015614969;-2.071184299;-1.139680274;-0.756330012;0.059601649;-0.98045279;-0.861836972
GOTERM_BP_DIRECT_GO:0086070~SA node cell to atrial cardiac muscle cell communication;5;17;-0.062122768;0.015614969;-2.071184299;-1.139680274;-0.756330012;0.059601649;-0.98045279;-0.861836972
GOTERM_BP_DIRECT_GO:0036371~protein localization to T-tubule;5;17;-0.062122768;0.015614969;-2.071184299;-1.139680274;-0.756330012;0.059601649;-0.98045279;-0.861836972
GOTERM_BP_DIRECT_GO:0033292~T-tubule organization;7;21;0.631166362;-0.596164225;-2.162384653;-1.044652694;0.03285812;0.892305904;-0.500928362;0.172081946
GOTERM_BP_DIRECT_GO:0006836~neurotransmitter transport;35;173;0.210311517;-0.742889373;-3.91157358;-1.046257298;0.28549535;0.935379371;-1.400252914;0.950497918
SMART_SM01007:SM01007;6;21;0.644156943;-0.769561926;-2.636287445;-1.104039502;-0.849486399;0.267023577;-1.220454472;0.686261905
INTERPRO_IPR001303:Class II aldolase/adducin N-terminal;6;21;0.644156943;-0.769561926;-2.636287445;-1.104039502;-0.849486399;0.267023577;-1.220454472;0.686261905
GOTERM_BP_DIRECT_GO:0000103~sulfate assimilation;8;27;0.679693268;-0.805746502;-3.056134488;-1.10069894;0.418502073;0.345356663;0.307614862;1.566432336
IPA_Tox Diseases or Functions Annotation_metastasis of liver;6;15;1.177917078;-1.31086076;-2.388296925;-1.323479227;0.406947388;0.712315537;0.065922425;0.797906915
GOTERM_MF_DIRECT_GO:0004579~dolichyl-diphosphooligosaccharide-protein glycotransferase activity;8;40;0.642573399;-0.255909162;-1.245183826;-1.03762194;0.468988172;0.583262695;0.482604378;1.145912211
GOTERM_BP_DIRECT_GO:2000171~negative regulation of dendrite development;8;37;1.087150288;-1.15049751;-1.883944849;-0.778120497;-0.258997556;1.474055104;0.017623658;0.798128595
IPA_Diseases or Functions Annotation_aggregation of cells;49.5;170;1.900089549;-2.121784434;-2.577288721;-1.346778855;-0.095040185;0.995936141;0.197016516;0.638401526
IPA_Ingenuity Canonical Pathways_HMGB1 Signaling;32;88;0.247197166;-0.545270094;-1.351399442;-1.859689288;0.268464379;-0.043301044;-0.636017595;0.945104504
IPA_Ingenuity Canonical Pathways_Ovarian Cancer Signaling;44;129;0.488798839;-0.699999823;-2.071813514;-1.507533887;-0.298277999;0.67609495;-0.431549661;1.379376633
IPA_Upstream Regulator_CLOCK transcription regulator;34;130;-0.090892061;0.165340009;-1.644343078;-1.186881783;-0.582265113;0.916305132;2.641733768;-0.741991149
IPA_Diseases or Functions Annotation Tox_congestive heart failure;7;14;0.308387229;0.295484304;-1.964373197;-1.199957309;0.312401117;0.241326617;0.295871589;0.49621218
"INTERPRO_IPR001375:Peptidase S9; prolyl oligopeptidase; catalytic domain";9;30;-0.10124587;-0.050025909;-2.433250066;-1.46303323;-0.015968546;0.360665657;0.524125714;0.1505698
GOTERM_BP_DIRECT_GO:0098907~regulation of SA node cell action potential;6;22;-0.236875574;0.16940287;-2.169089599;-1.617161002;-1.335969707;0.031225863;-0.598153936;-1.200225944
GOTERM_BP_DIRECT_GO:0098910~regulation of atrial cardiac muscle cell action potential;6;25;-0.236875574;0.16940287;-2.169089599;-1.617161002;-1.335969707;0.031225863;-0.598153936;-1.200225944
GOTERM_BP_DIRECT_GO:0098904~regulation of AV node cell action potential;6;27;-0.236875574;0.16940287;-2.169089599;-1.617161002;-1.335969707;0.031225863;-0.598153936;-1.200225944
GOTERM_BP_DIRECT_GO:0086014~atrial cardiac muscle cell action potential;10;47;-0.36351897;0.588591059;-2.925132277;-1.532076855;-0.244812853;0.164516128;-0.407732485;-0.646214337
INTERPRO_IPR009828:Protein of unknown function DUF1394;6;15;0.985749984;-0.893675576;-2.514149993;-2.313540054;-1.541478088;0.513898608;-0.976855611;0.377289907
IPA_My Lists_affects function of cardiomyocytes;18;38;0.433920272;-0.001792034;-2.698991285;-1.523434605;-0.710771094;-1.038503135;-0.859020891;-0.020300734
GOTERM_BP_DIRECT_GO:0016192~vesicle-mediated transport;173;862;-1.222568191;1.369914643;-2.296838659;-2.163746629;-1.125583597;0.146224625;0.675015116;-0.767081024
GOTERM_MF_DIRECT_GO:0015035~protein disulfide oxidoreductase activity;14;54;0.448461441;-0.589437766;-3.384296163;-2.110384794;-0.467462511;0.312706275;1.100094811;0.235702793
IPA_Ingenuity Toxicity Lists_Increases Liver Steatosis;17.5;68;-0.535153988;0.332823932;-2.553308667;-2.753266731;-0.94907932;-0.154341754;0.42828468;-0.374289416
Vfanjul_Voltage-dependent Ca channel;10;15;0.031101692;0.124097284;-3.391628373;-2.013994491;-1.984825099;0.043470587;0.026197272;0.230361994
IPA_Ingenuity Canonical Pathways_IL-17 Signaling;25;67;0.335016405;-0.11264921;-1.27319988;-1.975756492;-0.473743602;0.202240687;-0.36836098;0.909772899
IPA_Ingenuity Canonical Pathways_cAMP-mediated signaling;65;198;0.965952234;-0.956805981;-4.134448586;-1.118177244;-0.714915668;2.41630877;1.02741579;3.080182891
IPA_Ingenuity Canonical Pathways_G-Protein Coupled Receptor Signaling;93;243;0.760856332;-1.074715187;-3.246343934;-0.651437253;-0.60292276;2.147255463;0.672567028;3.188226005
IPA_Diseases or Functions Annotation_muscular hypertrophy;22;42;-0.809351452;0.762670025;-1.664889403;-1.431098462;0.097228253;0.840453756;1.438436398;0.838175731
IPA_Diseases or Functions Annotation_learning;159;352;1.39933459;-1.229782229;-2.463860189;-0.634821222;-0.781127881;2.068354021;0.897088477;3.325685656
IPA_Ingenuity Canonical Pathways_Melanocyte Development and Pigmentation Signaling;47;87;0.536958381;-0.308921224;-2.312659323;-0.783750241;-0.213864899;0.33931523;0.384211829;1.904041521
IPA_Diseases or Functions Annotation_behavior;163;403;0.846250255;-1.036925435;-1.201001102;-0.251154582;0.016650681;0.995225676;0.854327201;3.075734145
IPA_Ingenuity Toxicity Lists_Hepatic Cholestasis;39;135;1.356600452;-1.237748558;-3.134024496;-0.493512519;-0.108718585;1.948948323;0.954017293;2.930035705
IPA_Ingenuity Canonical Pathways_Hepatic Cholestasis;39;132;1.356600452;-1.237748558;-3.134024496;-0.493512519;-0.108718585;1.948948323;0.954017293;2.930035705
IPA_Diseases or Functions Annotation_cognition;164.5;365;1.390175546;-1.092948275;-2.824112586;-0.973171516;-0.747494191;1.685260924;0.756325401;2.953477152
GOTERM_BP_DIRECT_GO:0070131~positive regulation of mitochondrial translation;6;29;0.505819114;-0.523670474;-2.843864298;-2.100451279;-0.717815815;0.383377018;2.255205398;1.338743227
IPA_Tox Diseases or Functions Annotation_increased hematocrit of organism;23;94;0.381738286;-0.01870143;-2.645423969;-3.288889667;0.566815271;-0.288208731;-0.370943218;1.423176135
GOTERM_BP_DIRECT_GO:0006662~glycerol ether metabolic process;5;16;1.036797208;-1.198166802;-3.263625804;-1.672567139;0.500413622;0.831985386;0.806622028;1.619584873
INTERPRO_IPR005746:Thioredoxin;5;16;1.036797208;-1.198166802;-3.263625804;-1.672567139;0.500413622;0.831985386;0.806622028;1.619584873
GOTERM_BP_DIRECT_GO:0033602~negative regulation of dopamine secretion;5;22;-0.45986706;0.519660418;-2.266358241;-1.555900153;0.668351617;0.782963754;0.927867301;0.585762237
IPA_Ingenuity Canonical Pathways_Colorectal Cancer Metastasis Signaling;75;225;0.171638868;-0.373802213;-2.223081347;-1.706732281;-0.60183401;-0.344209705;0.157642428;1.588990848
Vfanjul_cAMP signaling;16;17;0.151967203;-0.309865333;-5.115289533;-1.973932559;-1.396594133;0.200995211;0.717588706;2.139917573
IPA_My Lists_Decreases metabolism of polysaccharides;10;44;-0.923367167;0.712962495;-2.470594777;-2.316997509;-1.374886755;-0.37627646;0.04250449;0.80275851
Vfanjul_cAMP;9;9;-1.133056907;1.125523194;-4.328780686;-2.299801355;-2.028876705;-0.827854175;0.653725513;1.266523083
IPA_Ingenuity Canonical Pathways_RAR Activation;68;176;0.569814215;-0.656360392;-1.953734692;-0.914143523;-0.221274096;0.664517375;1.194264726;2.993605988
IPA_Ingenuity Toxicity Lists_RAR Activation;68;176;0.569814215;-0.656360392;-1.953734692;-0.914143523;-0.221274096;0.664517375;1.194264726;2.993605988
GOTERM_BP_DIRECT_GO:0048841~regulation of axon extension involved in axon guidance;6;27;-0.353970128;0.440892428;-1.897228433;-2.013392987;-0.66908269;1.152563274;1.050704969;2.448631235
IPA_Diseases or Functions Annotation_cell viability of connective tissue cells;18;39;-0.799176609;0.840685381;2.201553403;0.592227597;-1.402838716;-1.124551785;-0.986922345;-1.640115063
GOTERM_BP_DIRECT_GO:0046033~AMP metabolic process;8;21;-0.121878356;0.060675913;1.081946981;1.325383458;-0.819491574;-2.253547418;-1.905908304;-2.143610072
IPA_Upstream Regulator_RHO G-protein coupled receptor;22;55;-0.826885947;0.770562828;1.469431517;0.394401614;-1.665914411;-2.313920129;-2.08875064;-2.207667002
IPA_Diseases or Functions Annotation_cell movement of leukocytes;99;405;-0.441954959;0.602272967;2.176911565;0.579767;-1.892480049;-3.892262185;-2.14260594;-3.486241779
IPA_Diseases or Functions Annotation_leukocyte migration;97;407;-0.702914558;0.780855712;2.100319609;0.77553177;-1.983389264;-3.957170528;-2.282355853;-3.907932478
IPA_Diseases or Functions Annotation_migration of blood cells;98;407;-0.701486692;0.78589935;2.232573331;0.957425635;-1.857964356;-3.950809534;-2.166686582;-3.843557539
IPA_Diseases or Functions Annotation_cell movement of blood cells;98;407;-0.701486692;0.78589935;2.232573331;0.957425635;-1.857964356;-3.950809534;-2.166686582;-3.843557539
SMART_SM01137:SM01137;7;35;-1.560581274;1.625849112;-0.284167498;-1.628401008;-2.483530847;-3.041028762;-2.265408373;-3.540505572
